Timestamp,Sensor1,Sensor2
2023-09-18 14:51:48.012738,65.91847571651252,79.54659242729296
2023-09-18 14:51:49.012738,19.475991090262767,43.16557173071385
2023-09-18 14:51:50.012738,34.83607868083809,92.2599101684335
2023-09-18 14:51:51.012738,21.915182832870983,78.33288933358423
2023-09-18 14:51:52.012738,81.90505239358495,47.783774027880334
2023-09-18 14:51:53.012738,24.95148607921891,90.67967981677558
2023-09-18 14:51:54.012738,78.67756438166487,40.60485418459383
2023-09-18 14:51:55.012738,65.94798809045466,95.93819167998207
2023-09-18 14:51:56.012738,45.96753728391977,13.57823117482817
2023-09-18 14:51:57.012738,3.2171535051330302,28.80798188535344
2023-09-18 14:51:58.012738,75.95528032339315,57.77242224481287
2023-09-18 14:51:59.012738,69.65265367881615,50.6599391178812
2023-09-18 14:52:00.012738,78.61085876765065,31.65379325160692
2023-09-18 14:52:01.012738,19.93092421801276,39.730531834329696
2023-09-18 14:52:02.012738,75.40390777135926,15.779368651523217
2023-09-18 14:52:03.012738,16.462827810900727,49.16574910793597
2023-09-18 14:52:04.012738,21.543527332540112,71.48661484656493
2023-09-18 14:52:05.012738,69.18889595925823,10.440868116161495
2023-09-18 14:52:06.012738,68.14004849228793,28.656133174406705
2023-09-18 14:52:07.012738,83.10524954070662,94.30593819187885
2023-09-18 14:52:08.012738,16.439847574896994,34.05876712177908
2023-09-18 14:52:09.012738,64.25039329471063,79.99835112072311
2023-09-18 14:52:10.012738,33.181213713796176,16.844297734400072
2023-09-18 14:52:11.012738,57.400870191384534,47.18373029110442
2023-09-18 14:52:12.012738,52.7829934857263,69.04042801553203
2023-09-18 14:52:13.012738,85.86473965537674,2.531996582354068
2023-09-18 14:52:14.012738,64.4896373580388,86.42760826780838
2023-09-18 14:52:15.012738,37.602379531720665,8.534562980847738
2023-09-18 14:52:16.012738,93.51490565220722,72.76211910161254
2023-09-18 14:52:17.012738,62.23931032321251,95.26111337038276
2023-09-18 14:52:18.012738,19.5719508071302,61.1077811324305
2023-09-18 14:52:19.012738,30.523353841105205,43.57116781939106
2023-09-18 14:52:20.012738,0.5058658046748876,71.9425832215232
2023-09-18 14:52:21.012738,48.72080258531282,87.74826304276968
2023-09-18 14:52:22.012738,93.9951321537631,79.93824078323475
2023-09-18 14:52:23.012738,30.517977117541918,55.84393762258038
2023-09-18 14:52:24.012738,73.143612499701,3.049501270880295
2023-09-18 14:52:25.012738,64.73695488237131,33.970344984534265
2023-09-18 14:52:26.012738,50.467026438907006,30.134101519123067
2023-09-18 14:52:27.012738,32.46518476493423,50.77836988357745
2023-09-18 14:52:28.012738,33.18379360225669,87.52685903650554
2023-09-18 14:52:29.012738,43.55138820541078,62.69424076637746
2023-09-18 14:52:30.012738,54.37731762103244,99.6075707593834
2023-09-18 14:52:31.012738,77.11351118668006,60.07571898952361
2023-09-18 14:52:32.012738,52.53795258935209,58.485295616886425
2023-09-18 14:52:33.012738,98.0692942914244,83.94793338620443
2023-09-18 14:52:34.012738,99.80714114246221,85.0751871490991
2023-09-18 14:52:35.012738,50.01177888372943,58.332645760964
2023-09-18 14:52:36.012738,67.82452113178789,8.956346128322634
2023-09-18 14:52:37.012738,47.01900991836359,83.35086969823446
2023-09-18 14:52:38.012738,78.74907955495615,83.02015858997643
2023-09-18 14:52:39.012738,64.43243189776908,53.52863389109675
2023-09-18 14:52:40.012738,57.523356832518566,7.805531138603605
2023-09-18 14:52:41.012738,85.7499234662299,60.29114667820761
2023-09-18 14:52:42.012738,20.265354912430368,21.83903132077282
2023-09-18 14:52:43.012738,48.58921926488928,51.39376305377018
2023-09-18 14:52:44.012738,19.85043915572614,42.56224145076215
2023-09-18 14:52:45.012738,6.289336107750543,70.57191634943096
2023-09-18 14:52:46.012738,2.415919648370801,99.83587328877194
2023-09-18 14:52:47.012738,26.656950167182913,93.4160034424996
2023-09-18 14:52:48.012738,44.540202387964776,93.79735802690833
2023-09-18 14:52:49.012738,83.57137426186611,91.3956813373683
2023-09-18 14:52:50.012738,92.46417899294283,92.12457993277907
2023-09-18 14:52:51.012738,6.58412804141758,11.20682628948172
2023-09-18 14:52:52.012738,48.38946686554032,75.16909293861437
2023-09-18 14:52:53.012738,34.96172283380022,63.117102912681375
2023-09-18 14:52:54.012738,26.92752502901159,69.43310858566673
2023-09-18 14:52:55.012738,22.72062707628337,75.48894394812393
2023-09-18 14:52:56.012738,72.810476475638,6.9516362089461765
2023-09-18 14:52:57.012738,46.95251997021433,95.30024778134903
2023-09-18 14:52:58.012738,63.4011017326016,59.89422713646396
2023-09-18 14:52:59.012738,15.722120663093841,76.41766395196957
2023-09-18 14:53:00.012738,2.67501323678061,88.85686344146893
2023-09-18 14:53:01.012738,14.438757024150872,43.78417232217018
2023-09-18 14:53:02.012738,29.728172072621494,1.5620428776444761
2023-09-18 14:53:03.012738,90.29680103258427,47.128722060732464
2023-09-18 14:53:04.012738,28.750863548350125,37.393775694514005
2023-09-18 14:53:05.012738,9.00138098673514,43.9525652424147
2023-09-18 14:53:06.012738,62.780531111032104,22.24522133970036
2023-09-18 14:53:07.012738,62.049492430245145,9.545221747316223
2023-09-18 14:53:08.012738,31.665162584801465,86.3221999025601
2023-09-18 14:53:09.012738,5.815102008237572,23.008994473710366
2023-09-18 14:53:10.012738,6.939381699922265,55.06758490221978
2023-09-18 14:53:11.012738,41.60265098928541,79.5868934663348
2023-09-18 14:53:12.012738,96.98536671421255,42.9181619240811
2023-09-18 14:53:13.012738,50.90158615672685,37.841451806986385
2023-09-18 14:53:14.012738,44.892908220953295,51.70396145351328
2023-09-18 14:53:15.012738,86.21038388520633,7.500108362891622
2023-09-18 14:53:16.012738,74.0550330710964,46.9469456999237
2023-09-18 14:53:17.012738,50.50904748120636,14.840522441105131
2023-09-18 14:53:18.012738,55.57384966497728,35.622581753679384
2023-09-18 14:53:19.012738,13.20017206705425,88.25233939618207
2023-09-18 14:53:20.012738,50.2405584414147,63.05665363739281
2023-09-18 14:53:21.012738,58.977698862086626,27.368882603737777
2023-09-18 14:53:22.012738,74.92071354384619,89.06502076914262
2023-09-18 14:53:23.012738,22.600206477280537,39.177840179045
2023-09-18 14:53:24.012738,52.43138369418547,28.39168978637194
2023-09-18 14:53:25.012738,34.440384126588974,72.52613411765694
2023-09-18 14:53:26.012738,32.71767809477735,84.56279088046547
2023-09-18 14:53:27.012738,30.228656198762017,69.6562270117978
2023-09-18 14:53:28.012738,23.69066148890854,31.844563625743472
2023-09-18 14:53:29.012738,94.32292586788697,95.27196261062035
2023-09-18 14:53:30.012738,69.62116874760014,53.4878709436403
2023-09-18 14:53:31.012738,15.644333390637488,31.738957004677548
2023-09-18 14:53:32.012738,31.549550277559703,51.65035486671946
2023-09-18 14:53:33.012738,9.198134267688518,76.50148716123188
2023-09-18 14:53:34.012738,64.74411804955518,49.390795648585815
2023-09-18 14:53:35.012738,53.54820026564787,48.746687680081834
2023-09-18 14:53:36.012738,38.417187822374764,62.952927913593506
2023-09-18 14:53:37.012738,65.65133845204419,78.58456764393709
2023-09-18 14:53:38.012738,45.52415399595824,11.384797154806625
2023-09-18 14:53:39.012738,20.717785854931094,21.164906702454633
